entry_id,entry_name,question_id,question_name,answer,notes
227,Hindu Goddess Worship in Northwest India—Modern Period,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
240,Late Medieval Chinese State Religion,3492,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
244,Early Tokugawa Neo-Confucianism,3492,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
245,Warring States Confucian Thought,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,expert confirmed
249,Tyva Republic (Animism-Totemism-Shamanism),3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,expert confirmed
250,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",3492,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
263,Irish Catholicism,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
284,Yolngu religion,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,expert confirmed
294,Xuanxue 玄學,3492,The society to which the religious group belongs is best characterized as (please choose one):,An empire,expert confirmed
308,Neo-Assyrian Scholars,3492,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
337,Inca,3492,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
355,Paul the Apostle,3492,The society to which the religious group belongs is best characterized as (please choose one):,An empire,expert confirmed
364,Chittagong Plain Buddhists,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
374,Non-dual Śaiva Tantra,3492,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
378,Bahinabai Chaudhari's Songs: A Performance Tradition in Maharashtra,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
383,Varkaris,3492,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
387,Ahmadi; Ahmadiyya Muslim Jama'at; Ahmadiya,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
395,International Society for Krishna Consciousness (ISKCON),3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
423,Mediterranean,3492,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
443,Tyva (Buddhism),3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,expert confirmed
444,Sursurunga,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
453,Guangzhou (Buddhism),3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
457,Kananga - Pentacostal,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
458,Tanna - Christian,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,expert confirmed
465,Mysore,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,expert confirmed
468,Turkana,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
471,Urban Northern Ireland,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
476,Cham Bani,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
478,Early Indian Buddhism,3492,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
483,Northern Irish Roman Catholics,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
484,Northern Irish Protestants,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
488,Yanomamo,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
515,Yurok,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
517,Haida,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
528,Copper Inuit,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
529,Aleut,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
531,Chukchee,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
533,Ainu,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
536,Manchu,3492,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
537,Ifugao,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
549,Alorese,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
553,Andamanese,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
555,Semang,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
563,"Gaddi, a Hindu community of the Western Himalayas",5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
564,Tribal Christianity (and allied castes) in the Himalayas,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
569,Khalka Mongols,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
570,Supreme Master Ching Hai World Society,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
580,Nāth Sampradāya,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
586,Kelantanese Thai Religion,3492,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
636,Balinese Śaiva priests (pedanda siwa),5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,expert confirmed
646,Lakota Religious Traditions,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
674,Aymara,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
680,Gujarati Mata Worshipers,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,expert confirmed
686,Popoluca,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
712,Huichol,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
755,Uyghur Islam,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
756,"Punjab/Delhi, India",5174,The society to which the religious group belongs is best characterized as (please choose one):,A tribe,editorial decision
760,"Punjab/Delhi, India",5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
761,"Punjab/Delhi, India",5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
762,"Punjab/Delhi, India",5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
765,The Oneida Community,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
766,Garo,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
775,Jainism,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,expert confirmed
783,Upper Egypt: Archaic/Early Dynastic Period,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,expert confirmed
784,Upper Egypt: Old Kingdom,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,expert confirmed
785,Upper Egypt: First Intermediate Period,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,expert confirmed
786,Upper Egypt: Middle Kingdom,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,expert confirmed
787,Upper Egypt: Second Intermediate Period,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,expert confirmed
790,Upper Egypt: New Kingdom,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,expert confirmed
791,Upper Egypt: Third Intermediate Period,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,expert confirmed
792,Upper Egypt: Late Period,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,expert confirmed
793,Upper Egypt: Alexander and the Ptolemies,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,expert confirmed
799,Upper Egypt: Roman Egypt,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,expert confirmed
805,Italy: The Catholic Church,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
806,Italy: The Catholic Church,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
807,British Isles I: Pre-Roman Britain,5174,The society to which the religious group belongs is best characterized as (please choose one):,A tribe,editorial decision
808,British Isles II: Pre-Theodosian Roman Britain,5174,The society to which the religious group belongs is best characterized as (please choose one):,A tribe,editorial decision
809,British Isles III: Pre-Theodosian Roman Britain Continued,5174,The society to which the religious group belongs is best characterized as (please choose one):,A tribe,editorial decision
810,British Isles IV: Pre-Theodosian Roman Britain Continued,5174,The society to which the religious group belongs is best characterized as (please choose one):,A tribe,editorial decision
811,British Isles V: Christian Roman Britain,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
814,British Isles VI: Christian Roman Britain,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
815,British Isles VII: Christian Roman Britain,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
816,British Paganism,5174,The society to which the religious group belongs is best characterized as (please choose one):,A tribe,editorial decision
817,Early Medieval British Christianity,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
818,"West Bengal, India",5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
819,"West Bengal, India",5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
820,"West Bengal, India",5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
821,"West Bengal, India",5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
822,"West Bengal, India",5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
823,"West Bengal, India",5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
824,"Central Macedonia, Greece: Eastern Orthodoxy",5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
825,"Central Macedonia, Greece: Eastern Orthodoxy",5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
827,"Central Macedonia, Greece: Eastern Orthodoxy",5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
828,Italy: The Franciscan Order,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
829,Italy: The Jesuit Order,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
835,British Isles: Pre-Roman,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
836,British Isles: Romano-British,5174,The society to which the religious group belongs is best characterized as (please choose one):,A tribe,editorial decision
841,Sa skya,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,expert confirmed
851,Sikhism in the United States,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
853,Pre-Christian Religion / Paganism in Northern Britain (Pictland / Scotland),5174,The society to which the religious group belongs is best characterized as (please choose one):,A tribe,expert confirmed
860,Kimpa Vita,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
862,Ilm-e-Khshnoom,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,expert confirmed
877,The International Network of Engaged Buddhists - INEB,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
880,Egyptian Salafism (inluding North Africa and West Asia),5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,expert confirmed
884,Sub Saharan Africa Pentecostalism,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
885,Contemporary West African Vodun,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
886,Pushtimarg (The Path of Grace) in the UK and Gujarat,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
902,British Isles: Christian,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
908,Sino-Christian Theology,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
915,Protestantism welcoming People with Disabilities,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,expert confirmed
917,British Isles: Predominantly Celtic Polytheism,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
922,British Isles: Mixed Roman and British Polytheism,5174,The society to which the religious group belongs is best characterized as (please choose one):,A tribe,editorial decision
923,British Isles: Introduction of Early Christianity through the End of Columban/Irish Christianity,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
929,Drikung Kagyu,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,expert confirmed
953,Sachchai,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
955,British Isles: Augustinian/Roman Christianity,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
958,Society of Jesus,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
960,Bön (Bon),5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
963,The Knights Templar,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
966,"Naqshbandī Order, Naqshbandī Tarīqa, Naqshbandīyyah, Khwājagān,",5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
969,Adi Dravida/Valluva Sakya Buddhism,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
971,Gāṇapatya,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
981,Nation of Islam,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
983,Tibetan and Himalayan Mundane and Landscape Cults,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
991,Beat Buddhism,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
993,Pontifex Maximus and Pontifices (Pontifical College),5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
1025,Dalikal Ppo Klaong Garai,7547,Society of religious group that produced the text is best characterized as:,A state,editorial decision
1028,German Pietists (Hasidei Ashkenaz),5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
1039,(Archaeology of) Religion in New Kingdom Nubia,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
1042,Zichiji 資持記,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1055,Taijitu shuo 太極圖說,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1058,Syŏnggyŏng chikhae kwang-ik,8387,Society of religious group that produced the text is best characterized as:,A state,expert confirmed
1079,Tongshu 通書,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1080,Cheng weishi lun 成唯識論,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1095,Punjabi (West),5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1098,Shuzi gua excavated material,8387,Society of religious group that produced the text is best characterized as:,A chiefdom,expert confirmed
1108,Early Christianity and Monasticism in Egypt,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
1112,Xifang Helun 西方合論,8387,Society of religious group that produced the text is best characterized as:,An empire,expert confirmed
1120,Liji 禮記,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1133,Religion in Greco-Roman Egypt,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
1156,Solovetski monastery,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
1160,Wuzhen pian 悟真篇,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1170,Chongyang Lijiao Shiwu Lun 重陽立教十五論,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1175,Religion in Northern Hejaz,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
1178,Modern Mystery School (MMS),5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1182,Huainanzi 淮南子,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1203,Book(s) of Daniel,8387,Society of religious group that produced the text is best characterized as:,A chiefdom,editorial decision
1224,Duren jing,8387,Society of religious group that produced the text is best characterized as:,An empire,expert confirmed
1243,Shengjing zhijie,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1250,Hanbalism,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
1252,Shedachenglun 攝大乘論,8387,Society of religious group that produced the text is best characterized as:,An empire,expert confirmed
1253,Damascus Document,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1255,Julian Romance,8387,Society of religious group that produced the text is best characterized as:,A state,editorial decision
1257,Ammonite Religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,expert confirmed
1260,Qiṣṣat Dhī al-Qarnayn,8387,Society of religious group that produced the text is best characterized as:,A chiefdom,editorial decision
1263,Judean/Yehudite Colony at Elephantine (Persian period),5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
1264,Judeans in Babylonia,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
1265,Mozi 墨子,8387,Society of religious group that produced the text is best characterized as:,A state,expert confirmed
1269,Ji shenzhou sanbao gantong lu 集神州三寶感通錄,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1270,The Zhuangzi,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1283,Butonese Muslims,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1288,Bailadeiras of Goa,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
1289,Buginese Muslims,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1290,4QInstruction,8387,Society of religious group that produced the text is best characterized as:,An empire,expert confirmed
1307,Southern Baptists,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1308,Jews and Jewish-Sympathizers in South Arabia,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
1311,Jehovah's Witnesses,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,expert confirmed
1319,Reginistas,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1330,Papyrus Amherst 63,8387,Society of religious group that produced the text is best characterized as:,An empire,expert confirmed
1333,Cult of Thecla,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
1344,Tibetan Nonsectarianism (ris med),5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1347,"The Praise of the Bees, Exultet Hymn",8387,Society of religious group that produced the text is best characterized as:,A chiefdom,editorial decision
1348,Disability-focused Christianity for Palestinians,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1376,African Initiated Churches,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1389,Writ of the Three Sovereigns,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1392,Messalians,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
1393,The Ladder of Divine Ascent,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1401,"The ""On the Divine Names"" of Pseudo Denys the Areopagite",8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1418,Book of Jonah,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1424,Santian neijie jing 三天內解經,8387,Society of religious group that produced the text is best characterized as:,An empire,expert confirmed
1431,Elements of Theology,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1456,Religion in the Middle Bronze Age / Canaan,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,expert confirmed
1469,Huamachuco Religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,expert confirmed
1471,Book of Ezekiel,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1495,Secular Buddhists,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1513,Imrā’atu-nā fī l-šarīʻa wa-l-muŷtamaʻ / امرأتنا في الشريعة والمجتمع,8387,Society of religious group that produced the text is best characterized as:,A state,editorial decision
1520,Kitāb al-Khilāf fῑ al-Aḥkām by Al-Shaykh al-Ṭūsī,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1521,Order of the Hermits of St Augustine (Augustinian friars),5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1522,Tijaniyya Tariqa الطريقة التجانية,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1535,الجمعية الخيرية الإسلامية بمدينة سوق الأربعاء,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1539,Maqāṣid al-šarī῾a al-islāmiyya,8387,Society of religious group that produced the text is best characterized as:,A state,editorial decision
1542,Umbanda,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,expert confirmed
1549,Slaying of Husayn Texts,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1552,The Key of Ilme Kṣnum to Understand the Zoroastrian Religion,8387,Society of religious group that produced the text is best characterized as:,A state,expert confirmed
1554,"Mustafa Sabri, Mawqif al-ʿAql",8387,Society of religious group that produced the text is best characterized as:,A state,editorial decision
1573,Al-Risala (The Message) الرسالة,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1576,Book of Amos,8387,Society of religious group that produced the text is best characterized as:,A chiefdom,editorial decision
1582,Cult of Bona Dea,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
1588,In the Shade of the Qur'an في ظلال القرآن,8387,Society of religious group that produced the text is best characterized as:,A state,editorial decision
1589,Peshitta,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1595,The Five Yi Yin Texts,8387,Society of religious group that produced the text is best characterized as:,A chiefdom,expert confirmed
1613,The Pagoda-Shaped Diamond Sutra Shroud,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1614,Tabaqat as-Sufiyya de as-Sulami طبقات الصوفيّة للسّلمي,8387,Society of religious group that produced the text is best characterized as:,A state,expert confirmed
1615,Teuchitlan Tradition,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,editorial decision
1625,Zhu Xi's Four Books 朱熹四書,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1626,The Cult of Maritime Hera,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
1628,Bad' al-Khalq wa Qasas al-Anbiya' of Kisa'i كتاب بدء الخلق وقصص الأنبياء للكسائي,8387,Society of religious group that produced the text is best characterized as:,A state,editorial decision
1631,Le livre de 'Ihya' 'ulum ad-Din de Ghazali كتاب إحياء علوم الدين للغزالي,8387,Society of religious group that produced the text is best characterized as:,A state,expert confirmed
1639,Hujjat Allāh al-Bāligha,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1642,جامع المسندالصحيح المختصر من أمور رسول الله وسننه وأيامه= Al-Jami' al-Musnad al-Sahih al-Mukthasar Min Umur Rasul Allah...,8387,Society of religious group that produced the text is best characterized as:,A state,expert confirmed
1644,صحيح مسلم Sahih Muslim,8387,Society of religious group that produced the text is best characterized as:,A state,expert confirmed
1645,A Sogdian Zoroastrian Epitaph,8387,Society of religious group that produced the text is best characterized as:,An empire,expert confirmed
1650,"كتاب"" المقدّمة ""لابن  خلدون livre  Mou qaddîma d'Abd Al Rahman Ibn Khaldoun",8387,Society of religious group that produced the text is best characterized as:,A state,expert confirmed
1652,Le Livre de al-'Ibana 'an 'Usul al-Diyana de al-Ash'ari كتاب الإبانة عن أصول الديانة للأشعري,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1657,The Institutes of John Cassian,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1659,The Conferences of John Cassian,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1661,Ludlul Bel Nemeqi,8387,Society of religious group that produced the text is best characterized as:,A chiefdom,editorial decision
1662,The miracles of Eric IV Ploughpenny,8387,Society of religious group that produced the text is best characterized as:,A chiefdom,expert confirmed
1664,The Didache,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1674,New Hampshire Declaration of Faith,8387,Society of religious group that produced the text is best characterized as:,A state,expert confirmed
1678,Translation of the holy Margrethe,8387,Society of religious group that produced the text is best characterized as:,A chiefdom,expert confirmed
1686,L'islam et les origines de la gouvernance Ali Abdel Razek الإسلام وأصول الحكم علي عبد الرازق,8387,Society of religious group that produced the text is best characterized as:,A state,editorial decision
1692,The holy Niels of Århus (younger text),8387,Society of religious group that produced the text is best characterized as:,A chiefdom,expert confirmed
1700,The Book of Hosea,8387,Society of religious group that produced the text is best characterized as:,A chiefdom,expert confirmed
1714,Syncretic Polytheism in Curious Pastimes LARP,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1721,Tell Fekheriyeh Inscription,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1723,The holy Niels of Århus (older text),8387,Society of religious group that produced the text is best characterized as:,A chiefdom,expert confirmed
1725,The holy Anders of Slagelse,8387,Society of religious group that produced the text is best characterized as:,A chiefdom,expert confirmed
1734,Cupisnique Culture Religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,A tribe,expert confirmed
1740,The Canterbury School of Theodore of Tarsus and Hadrian the North African,5174,The society to which the religious group belongs is best characterized as (please choose one):,A tribe,expert confirmed
1751,The holy Kjeld of Viborg (older text),8387,Society of religious group that produced the text is best characterized as:,A chiefdom,expert confirmed
1767,Bhairavapadmāvatīkalpa,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1770,Bhūtaḍāmaratantra (Buddhist),8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1774,إباضية جزيرة جربة,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
